id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
244	"France 3 Provence-Alpes"	"France 3 Provence-Alpes"	158890377483788	http://paca.france3.fr	TV Channel	News and entertainment	-0.6866
245	"\u5149\u534e\u65e5\u62a5    Kwong Wah Yit Poh"	"\u5149\u534e\u65e5\u62a5    Kwong Wah Yit Poh"	144505178996341	http://www.kwongwah.com.my	Media/News Company	News and entertainment	-0.6867
246	"Freunde von Freunden"	"Freunde von Freunden"	143930303745	http://www.freundevonfreunden.com/	Publisher	People	-1.6676
247	"Comedy Central Poland"	"Comedy Central Poland"	108337599197903	-	TV Channel	News and entertainment	-0.5422
248	"Greatest American Dog"	"Greatest American Dog"	59636640467	http://www.cbs.com/primetime/greatest_american_dog/	TV Show	News and entertainment	0.2326
249	"Team Umizoomi"	"Team Umizoomi"	141916645821517	http://www.nickjr.com/team-umizoomi/	TV Show	News and entertainment	-0.2861
250	"Democracy Now!"	"Democracy Now!"	17414523278	http://www.democracynow.org	TV Show	News and entertainment	-1.3740
251	"Gyldendal"	"Gyldendal"	189743007654	www.gyldendal.dk	Publisher	People	-1.2778
252	"The Taste"	"The Taste"	320540221386985	http://abc.go.com/shows/the-taste	TV Show	News and entertainment	-0.3333
253	"StudioCanal"	"STUDIOCANAL"	114286765252202	WEB	TV Network	Business and industry	-0.5341
254	"Luciano Pignataro Wine Blog"	"Luciano Pignataro Wine Blog"	120006484695892	www.lucianopignataro.it	News & Media Website	News and entertainment	-0.8810
255	"Nature's Best Photography"	"Nature's Best Photography"	183201768387139	http://naturesbestphotography.com/enter	Magazine	News and entertainment	0.3810
256	"Fox8"	"FOX8"	66055982622	http://www.myfox8.com	TV Network	News and entertainment	0.2459
257	"888casino"	"888casino"	1432112780386125	http://www.888casino.com	Website	Business and industry	-0.6331
258	"Anime Show"	"Anime Show"	297152843725195	-	Entertainment Website	News and entertainment	-0.9322
259	"Khaleej Times"	"Khaleej Times"	211983032863	http://www.khaleejtimes.com	Newspaper	News and entertainment	-0.5215
260	"Reyer Venezia Mestre"	"Reyer Venezia Mestre"	398770526903176	-	Sports Team	Sports and outdoors	-0.3571
261	"Total Tattoo Magazine"	"Total Tattoo Magazine"	102702399728	www.totaltattoo.co.uk	Magazine	News and entertainment	-0.2369
262	"Sit Down, Shut Up (2009 TV series)"	""	-	-	TV Show	News and entertainment	-0.9643
263	"Deadline.com"	"Deadline.com"	668982869893703	-	Website	News and entertainment	-0.5950
264	"Hyper (magazine)"	""	-	-	Magazine	News and entertainment	-0.4099
265	"Coast 2 Coast Mixtapes"	"Coast 2 Coast Mixtapes"	77200417770	www.coast2coastmixtapes.com	Website	-	-1.4071
266	"Remix (magazine)"	""	-	-	Magazine	News and entertainment	-1.0917
267	"Clarissa Explains It All"	"Clarissa Explains It All"	123737304356794	http://www.thesplat.com/social-wall/clarissa-explains-it-all	TV Show	News and entertainment	-0.3262
268	"El N\u00famero Uno"	"El N\u00famero Uno"	288685364500134	http://www.antena3.com/programas/numero-uno/	TV Show	News and entertainment	-0.9883
269	"Rally Emotion"	"Rally Emotion"	328397388807	www.rallyemotion.it	Media/News Company	News and entertainment	0.1000
270	"SG Flensburg-Handewitt"	"SG Flensburg-Handewitt"	155970384426116	http://www.sg-flensburg-handewitt.de	Sports Team	Sports and outdoors	0.3270
271	"ostseezeitung"	""	-	-	Newspaper	News and entertainment	-0.8000
272	"Los Angeles Times Entertainment"	"Los Angeles Times Entertainment"	123551651184	http://www.latimes.com/entertainment	News & Media Website	News and entertainment	-0.8950
273	"Power 98.3"	"Power 98.3"	245461426621	http://www.power983.com	Broadcasting & Media Production Company	News and entertainment	-0.7025
274	"Belkin Pro Cycling Team"	"Belkin Pro Cycling Team"	171435793022301	-	Sports Team	Sports and outdoors	-0.4762
275	"Wonder Showzen"	"Wonder Showzen"	195933960454570	http://www.mtv.com/shows/wonder_showzen/series.jhtml	TV Show	News and entertainment	-1.1761
276	"G\u00f3c Th\u01b0 Gi\u00e3n"	"G\u00f3c Th\u01b0 Gi\u00e3n"	383923618322771	http://xem.vn/	News & Media Website	News and entertainment	-0.7167
277	"BirG\u00fcn"	""	-	-	Media/News Company	News and entertainment	-1.2818
278	"Tracara.com"	"Tracara.com"	55086214327	www.tracara.com	News & Media Website	News and entertainment	-0.7460
279	"Isidingo"	"Isidingo"	734128040065721	-	TV Show	News and entertainment	-1.3500
280	"PGA Tour on CBS"	""	-	-	TV Show	News and entertainment	0.7723
281	"The Tavis Smiley Show"	""	-	-	TV Show	News and entertainment	-1.5147
282	"Bradford Bulls"	"Bradford Bulls"	174347779362090	-	Sports Team	Sports and outdoors	0.0779
283	"Rolling Stone"	"Rolling Stone"	10664530778	www.rollingstone.com	Magazine	News and entertainment	-0.2107
284	"Mu\u00f1eca Brava"	"Mu\u00f1eca Brava"	579057175517463	-	TV Show	News and entertainment	-1.2667
285	"Fatos Desconhecidos"	"Fatos Desconhecidos"	451836741536694	http://www.fatosdesconhecidos.com.br/	News & Media Website	News and entertainment	-0.7521
286	"DanceLife"	"Dancelife"	268468123562136	www.dance-life.com.pl	TV Show	News and entertainment	-0.2276
287	"Ballet Azul"	"ballet azul"	192488714130987	-	Sports Team	Sports and outdoors	-1.0000
288	"Q&A (Australian talk show)"	""	-	-	TV Show	News and entertainment	-0.1608
289	"Wiza\u017c.pl"	"Wiza\u017c.pl"	147155968644888	http://wizaz.pl	Media/News Company	-	-0.6526
290	"The Mindy Project"	"The Mindy Project"	407288339301542	http://hulu.tv/TheMindyProject	TV Show	News and entertainment	-0.5456
291	"Kisah Rumah Tangga"	"Kisah Rumah Tangga"	289575175825	-	Website	-	-0.5872
292	"\u0645\u0643\u062a\u0628 \u062f\u0645\u0634\u0642 \u0627\u0644\u0625\u0639\u0644\u0627\u0645\u064a | Damascus Media Office"	"\u0645\u0643\u062a\u0628 \u062f\u0645\u0634\u0642 \u0627\u0644\u0625\u0639\u0644\u0627\u0645\u064a | Damascus Media Office"	350628005015740	http://www.damas-mo.com	News & Media Website	News and entertainment	-0.9485
293	"Rhema FM"	"Rhema FM"	1731149707214398	www.rhema-fm.net	Radio Station	News and entertainment	-0.5073
294	"Do No Harm"	"Do No Harm"	426199280724800	http://www.nbc.com/do-no-harm/	TV Show	News and entertainment	-0.8138
295	"Dogs In Review"	"Dogs In Review"	92111788469	http://www.dogsinreview.com/	Magazine	News and entertainment	0.2610
296	"VfL Osnabr\u00fcck"	"VFL Osnabr\u00fcck"	722406957856438	http://www.VFLOsna.de	Sports Team	Sports and outdoors	-0.6271
297	"Super Chevy Magazine"	"Super Chevy Magazine"	137660057552	http://www.superchevy.com	Magazine	News and entertainment	0.5170
298	"Little White Lies (magazine)"	""	-	-	Magazine	News and entertainment	-1.2755
299	"103.7 KISS-FM Milwaukee"	"103.7 KISS-FM Milwaukee"	142701971637	www.1037kissfm.com	Broadcasting & Media Production Company	News and entertainment	-0.1436
300	"Vision Radio Network"	""	-	-	Radio Station	News and entertainment	-0.6416
301	"\u0639\u062c\u0627\u0626\u0628 \u0648\u063a\u0631\u0627\u0626\u0628 \u0627\u0644\u062f\u0646\u064a\u0627"	"\u0639\u062c\u0627\u0626\u0628 \u0648\u063a\u0631\u0627\u0626\u0628 \u0627\u0644\u062f\u0646\u064a\u0627"	438348756194821	www.aga2b.com	News & Media Website	News and entertainment	-0.8117
302	"The Rodder's Journal"	"The Rodder's Journal"	97389805543	www.roddersjournal.com	Publisher	News and entertainment	0.7849
303	"Madrile\u00f1os por el mundo"	"Madrile\u00f1os por el mundo"	132649810908288	-	TV Show	News and entertainment	-0.8068
304	"Sunrisers Hyderabad"	"SunRisers Hyderabad"	403725913031209	http://www.sunrisershyderabad.in	Sports Team	Sports and outdoors	-0.4432
305	"the pretty blog"	"the pretty blog"	327446620726	http://www.theprettyblog.com	News & Media Website	News and entertainment	-0.0137
306	"notebookspec"	"notebookspec"	224551534596	http://www.notebookspec.com	Computers & Internet Website	Technology	-0.8605
307	"The Comeback (TV series)"	""	-	-	TV Show	News and entertainment	-1.2052
308	"\u6578\u4f4d\u6642\u4ee3"	"\u6578\u4f4d\u6642\u4ee3"	158495994283	http://www.bnext.com.tw	Media/News Company	-	-1.1463
309	"WLUW"	"WLUW"	104190072951449	-	Radio Station	News and entertainment	-1.3622
310	"Providence Bruins"	"Providence Bruins"	188601686902	http://www.providencebruins.com	Sports Team	Sports and outdoors	-0.2354
311	"Caminh\u00f5es-e-Carretas"	"Caminh\u00f5es-e-Carretas"	113813992033801	http://www.caminhoes-e-carretas.com/	Media/News Company	News and entertainment	-0.2807
312	"DIY Network"	"DIY Network"	50970857411	www.diynetwork.com	TV Network	News and entertainment	0.1589
313	"Nashville Star"	""	-	-	TV Show	News and entertainment	0.7015
314	"Casa Chaucha"	"Casa Chaucha"	93516958345	www.casachaucha.com.ar	Society & Culture Website	News and entertainment	-1.3000
315	"WNDU-TV"	""	-	-	TV Channel	News and entertainment	0.3782
316	"England national under-20 football team"	"England national under-20 football team"	767192613368876	-	Sports Team	Sports and outdoors	-0.8363
317	"Kung Fu (TV series)"	""	-	-	TV Show	News and entertainment	-0.4534
318	"Viva La Bam"	"Viva La Bam"	8102117353	http://vivalabam.mtv.com	TV Show	News and entertainment	-0.2726
319	"GRIP - Das Motormagazin"	"GRIP - Das Motormagazin"	347326828545	http://www.rtl2.de/sendung/grip-das-motormagazin	TV Show	News and entertainment	-0.3219
320	"HardBase.FM"	"HardBase.FM"	121153194577992	http://www.HardBase.FM	Broadcasting & Media Production Company	News and entertainment	-1.0000
321	"Sydney Swans"	"Sydney Swans"	77278436323	http://www.sydneyswans.com.au	Sports Team	Sports and outdoors	-0.2159
322	"CafeMom"	"CafeMom"	6277539801	http://www.cafemom.com/	Website	Business and industry	0.0385
323	"KTUL"	"Ktul"	1513610762231672	-	TV Channel	News and entertainment	0.8584
324	"Rapid City Journal"	"Rapid City Journal"	54164649251	rapidcityjournal.com	Newspaper	News and entertainment	0.5890
325	"Teenage Mutant Ninja Turtles"	"Teenage Mutant Ninja Turtles"	115965091775764	www.nick.com/tmnt	TV Show	News and entertainment	-0.3135
326	"Florida Gators men's golf"	"Florida Gators Men's Golf"	222097593938	http://www.floridagators.com/index.aspx?path=golf-men	Sports Team	Sports and outdoors	0.8661
327	"Horse Community Journals Inc."	"Horse Community Journals Inc."	87962309070	www.HORSEJournals.com	Publisher	People	0.7681
328	"WeddingWire"	"WeddingWire"	26972635472	https://www.weddingwire.com	Website	Business and industry	-0.1148
329	"Destak"	"Destak"	161407773909507	http://www.destakjornal.com.br/	Newspaper	News and entertainment	-0.6927
330	"99.9 Kiss Country"	"99.9 Kiss Country"	167758973261812	http://www.99kisscountry.com	Broadcasting & Media Production Company	News and entertainment	0.9223
331	"Capital Scotland"	"Capital Scotland"	206147762763245	http://www.capitalfm.com/scotland/on-air/breakfast/	Radio Station	News and entertainment	-0.1463
332	"Seneweb.com"	"Seneweb.com"	93588388573	-	Website	Business and industry	-1.1779
333	"Antonio Tello - Nayarit en l\u00ednea"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.9583
334	"The Angry Beavers"	"The Angry Beavers"	109643175745610	http://www.thesplat.com/social-wall/angry-beavers	TV Show	News and entertainment	-0.5397
335	"Beyaz Show"	"Beyaz Show"	472094256150457	https://www.kanald.com.tr/beyaz-show	TV Show	News and entertainment	-0.9344
336	"Ja'mie: Private School Girl"	"Ja'mie: Private School Girl"	349299821869557	https://twitter.com/jamieschoolgirl;	TV Show	News and entertainment	-1.1154
337	"FactCheck.org"	"FactCheck.org"	19750633611	http://www.factcheck.org	Website	News and entertainment	-0.8705
338	"Sky Sport News HD"	"Sky Sport News HD"	217516394953234	http://www.sky.de/ssnhd	TV Channel	News and entertainment	-0.7788
339	"WMUR-TV"	"WMUR-TV"	6439768716	http://www.wmur.com	TV Channel	News and entertainment	0.0478
340	"IndustryWeek"	"IndustryWeek"	91310488418	http://www.industryweek.com	News & Media Website	News and entertainment	0.3598
341	"Headline Daily"	"Headline Daily"	233968259983199	-	Newspaper	News and entertainment	-1.0000
342	"Al-Anba Newspaper"	"Al-Anba Newspaper"	153883204668418	www.alanba.com.kw	Newspaper	News and entertainment	-0.7321
343	"Watch Tv Shows Online"	"Watch Tv Shows Online"	122808039455	http://cucirca.eu	TV Show	News and entertainment	-0.6122
344	"Ah Neg\u00e3o"	"Ah Neg\u00e3o"	160401600665550	https://www.ahnegao.com.br	Entertainment Website	News and entertainment	-0.8322
345	"Arnoldo Mondadori Editore"	"Arnoldo Mondadori Editore"	109557555730684	-	Publisher	People	-0.8292
346	"Tabata Times"	"Tabata Times"	401835056497032	http://www.tabatatimes.com	Health & Wellness Website	News and entertainment	0.2637
347	"Long Way Round"	"Long Way Round"	145598512149977	http://www.longwayround.com	TV Show	News and entertainment	0.1014
348	"Colors Marathi"	"Colors Marathi"	322629307848005	http://colorsmarathi.com/	Media/News Company	-	-0.9474
349	"SLR Lounge"	"SLR Lounge"	115142505197012	http://www.slrlounge.com	News & Media Website	News and entertainment	0.0746
350	"Le Fooding"	"Le Fooding"	286236968753	www.lefooding.com	Publisher	People	-1.0605
351	"Veintitantos"	"Veintitantos"	1080744485270948	-	Magazine	News and entertainment	-0.9512
352	"Young & Hungry"	"Young & Hungry"	225410584279282	freeform.com/youngandhungry	TV Show	News and entertainment	-0.1887
353	"Seznam.cz"	"Seznam.cz"	46675324988	http://www.seznam.cz	Website	-	-0.9048
354	"KTVE"	""	-	-	TV Channel	News and entertainment	0.6002
355	"George Lopez (TV series)"	""	-	-	TV Show	News and entertainment	-0.5989
356	"MMA H.E.A.T."	"MMA H.E.A.T."	97871626202	http://www.MMAHEAT.com	News & Media Website	News and entertainment	-0.1763
357	"Los Serrano"	"Los Serrano"	325436910914951	-	TV Show	News and entertainment	-0.8333
358	"FourGuysGuns"	"FourGuysGuns"	221685384522096	-	News & Media Website	News and entertainment	1.0327
359	"Robb Report"	"Robb Report"	170168463274	http://robbreport.com/	Media/News Company	News and entertainment	-0.1615
360	"No Treble"	"No Treble"	73674099237	http://www.notreble.com/	Magazine	News and entertainment	-0.3648
361	"DVM360.com"	"DVM360.com"	48386335964	http://www.dvm360.com	Publisher	-	0.1472
362	"c't magazin"	"c't magazin"	315576138543459	http://www.ct.de	Magazine	News and entertainment	-0.6667
363	"Cape Times"	"Cape Times"	127615103962966	www.iol.co.za/capetimes	Newspaper	News and entertainment	-0.8043
364	"Take the Cake"	"Take The Cake"	140765645962691	-	TV Show	News and entertainment	0.3095
365	"S.C. Siracusa"	""	-	-	Sports Team	Sports and outdoors	-1.4253
366	"WMHK"	"WMHK"	808294322637564	-	Broadcasting & Media Production Company	News and entertainment	1.6562
367	"Boulder Weekly"	"Boulder Weekly"	17831491374	www.boulderweekly.com	Newspaper	News and entertainment	-1.0700
368	"BBC WM"	"Bbc Wm"	1167176186639696	-	Broadcasting & Media Production Company	News and entertainment	-0.0943
369	"Kabel eins"	"kabel eins"	114913028545424	www.kabeleins.de	TV Channel	News and entertainment	-0.3212
370	"Mega Magazine"	"Mega Magazine"	63464009352	http://megastyle.ph/mega	Magazine	News and entertainment	-0.5607
371	"Yahoo!\u5947\u6469\u65b0\u805e"	"Yahoo!\u5947\u6469\u65b0\u805e"	109249609124014	http://tw.news.yahoo.com/	News & Media Website	News and entertainment	-0.7989
372	"Disney Junior Deutschland"	"Disney Junior Deutschland"	197609630278182	www.DisneyJunior.de	TV Channel	News and entertainment	-0.5714
373	"Deportivo Coatepeque"	"Deportivo Coatepeque"	1549045905387957	-	Sports Team	Sports and outdoors	-0.8889
374	"Hartbeat"	"Hartbeat"	116820305050710	-	TV Show	News and entertainment	-1.3509
375	"Pericos de Puebla"	"Pericos de Puebla"	148217301968046	www.pericosdepuebla.com.mx	Sports Team	Sports and outdoors	-0.6537
376	"Archaeology (magazine)"	"Archaeology (magazine)"	1129719260492802	-	Magazine	News and entertainment	-0.2175
377	"Critical Bench"	"Critical Bench"	117385364959867	http://www.criticalbench.com	Recreation & Sports Website	Business and industry	0.2359
378	"uol"	"UOL"	21539158238	http://www.uol.com.br	Media/News Company	News and entertainment	-0.6545
379	"On the Case with Paula Zahn"	"On the Case with Paula Zahn"	152117440497	http://investigation.discovery.com/tv-shows/on-the-case-paula-zah	TV Show	News and entertainment	0.0119
380	"Ready.. Set... Cook!"	""	-	-	TV Show	News and entertainment	-0.2336
381	"Speedhunters"	"Speedhunters"	125281815808	www.speedhunters.com	Website	Business and industry	-0.0599
382	"Natural Solutions Magazine"	"Natural Solutions Magazine"	46482040716	http://www.naturalsolutionsmag.com	Magazine	News and entertainment	0.0732
383	"Being Human (North American TV series)"	"Being Human (North American TV Series)"	117047018381934	-	TV Show	News and entertainment	-0.4987
384	"Boston Business Journal"	"Boston Business Journal"	178636335260	http://www.bostonbusinessjournal.com	Newspaper	News and entertainment	-0.9706
385	"Charities Aid Foundation"	"Charities Aid Foundation"	33551692778	http://www.cafonline.org	Charity Organization	Business and industry	-1.5000
386	"Classic Driver"	"Classic Driver"	172129396193	http://www.classicdriver.com	News & Media Website	News and entertainment	-0.0187
387	"allfacebook.de"	"allfacebook.de"	100490133750	http://www.allfacebook.de	News & Media Website	News and entertainment	-1.4000
388	"Lesbian Online Community | www.shoe.org"	"Lesbian Online Community | www.shoe.org"	112065275541728	http://www.shoe.org	Media/News Company	News and entertainment	-0.9139
389	"Karde\u015f Pay\u0131"	"Karde\u015f Pay\u0131"	849610218404716	-	TV Show	News and entertainment	-1.0000
390	"eldiario.es"	"eldiario.es"	417471918268686	http://eldiario.es	News & Media Website	News and entertainment	-1.2147
391	"KENS 5 & Kens5.com"	"KENS 5 & Kens5.com"	215199900044	http://www.kens5.com	TV Channel	News and entertainment	0.2170
392	"Alice (TV series)"	""	-	-	TV Show	News and entertainment	0.0373
393	"Brooklyn Nets"	"Brooklyn Nets"	26426125254	www.brooklynnets.com	Sports Team	Sports and outdoors	-0.6047
394	"Radio New Zealand"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.8020
395	"Nova 96.9"	"Nova 96.9"	152486848107929	www.nova969.com.au	Radio Station	News and entertainment	-0.3018
396	"WMSE"	"WMSE"	1475712726067001	-	Broadcasting & Media Production Company	News and entertainment	-1.0818
397	"Eu Amo a Minha Familia (Familia.com.br)"	"Eu Amo a Minha Familia (Familia.com.br)"	180131185357059	http://familyshare.com	News & Media Website	News and entertainment	-0.6258
398	"HIFI (TV channel)"	""	-	-	TV Network	News and entertainment	-1.0524
